text,label
SAP ABAP Process Specialist,ICT business analysis manager
SAP MM Senior Consultant,ICT business analysis manager
SAP Team Lead,ICT business analysis manager
SAP Business One Consultant,ICT business analysis manager
Functional VIM Team Member,ICT business analysis manager
ABAP Solution Architect ,ICT business analysis manager
SAP QM Consultant,ICT business analysis manager
SAP SD Consultant,ICT business analysis manager
SAP PI/PO Consultant,ICT business analysis manager
PTP Solution Architect ,ICT business analysis manager
SAP Plant Maintenance Solution Architect,ICT business analysis manager
SAP BW Consultant,ICT business analysis manager
SAP Consultant,ICT business analysis manager
SAP Central Finance (CFIN) Manager,ICT business analysis manager
SAP FICO Functional Consultant,ICT business analysis manager
SAP PP Consultant,ICT business analysis manager
Lead IT Consultant,ICT business analysis manager
Basis Solution Architect ,ICT business analysis manager
SAP Technical Specialist (PI),ICT business analysis manager
Trainee Product Engineer,software analyst
Requirements Engineer,software analyst
Agile Product Owner,software analyst
Application Support Engineer (Junior Software Engineer),software analyst
Software Engineer Intern,software analyst
 Patch engineer - wintel ,software analyst
Technical Lead (Data Power),software analyst
Senior .Net Programmer,software analyst
Full-Stack Developer (Insurance),software analyst
Business analyst,software analyst
Business Analyst (Selangor),software analyst
Business Analyst (General Insurance),software analyst
Application Specialist,software analyst
Intern Programmer ,software analyst
Support Engineer / Senior Support Engineer,software analyst
QA Analyst,software analyst
"Senior Specialist, Commerce Digital Platform -  Architect",software analyst
 PROGRAMMER ,software analyst
Business Consultant/Analyst,software analyst
System Analyst (Mainframe COBOL),software analyst
CNC & 3D-CAD PROGRAMMER,software analyst
senior PHP Programmer,software analyst
"Senior Specialist, Power BI and Webi",software analyst
Business Analst - SAP ,software analyst
C# SOFTWARE ENGINEER ,software analyst
"Senior Executive, Demand and Data Analyst",software analyst
Analyst Programmer,software analyst
C#. NET Developer,software analyst
"SAP BUSINESS ANALYST, SALES & DISTRIBUTION ",software analyst
Associate Business Consultant,software analyst
Applications Analyst(S),software analyst
Specialist - Commerce Digital Platform (SAP Hybris),software analyst
IT Infrastructure,software analyst
"Specialist/Senior Specialist, Business Intelligence – Data P",software analyst
Teradata Operation Support,software analyst
Business Analyst (IT),software analyst
 Application Production Support,software analyst
Cobol Programmer (Host ALS),software analyst
Applications Consultant,software analyst
Application Support Analyst,software analyst
Business Analyst - Payment Domain,software analyst
Senior Applications Consultant,software analyst
Java developer,software analyst
Business / System Analyst,software analyst
WAREHOUSE AND LOGISTIC OFFICER,software analyst
Programmer/ Software Engineer ,software analyst
Analyst Programmer (.Net),software analyst
SAP Consultant april,software analyst
Business Analyst (Senior),software analyst
DBaas Infrastructure,software analyst
Missing Data Engineer / Senior Data Engineer / Lead Data Eng,software analyst
IT  Programer,software analyst
Full Stack Support Analyst,software analyst
Back End Lead,software analyst
Business Analyst (Junior),software analyst
Oracle OPM SCM Site Support Analyst,software analyst
Data Engineer / Senior Data Engineer / Lead Data Engineer,software analyst
Business Analyst / Business & Integration Architecture,software analyst
Java developer cum document management analyst,software analyst
BUSINESS ANALYST,software analyst
Core Banking Functional Consultant,software analyst
Programmer Analyst,software analyst
Cobol Programmer (Host CIS),software analyst
Product Architect (Technical)(D),software analyst
SOFTWARE PROGRAMMER ,software analyst
Oracle Developer ,software analyst
Application Development Analyst,software analyst
SAP CDC/Gigya Support,software analyst
AI System Engineer (Penang),software analyst
ETL Developer-Support,software analyst
Consultant / Senior Consultant / Lead Consultant – SAS,software analyst
CAD/CAM Programmer,software analyst
Business Analyst - Data Management,software analyst
SOFTWARE ENGINEER II ,software analyst
"Lecturer/Senior Lecturer, Healthcare Analytic",software analyst
Spport Engineer - April ,software analyst
software engineer ,software analyst
Team Lead - Cobol Developer ,software analyst
Business Intelligence Analyst,software analyst
DevOps Consultant,software analyst
Junior programmer / Junior Data Analyst,software analyst
Application/IT Analyst,software analyst
Salesforce Analyst (SDLC) #MVG,software analyst
Assistant Manager - IT,software analyst
Business Analyst - Finance ,software analyst
INTERNSHIP PROGRAMMING,software analyst
Teradata Consultant,software analyst
Cloud Administrator expert,software analyst
Software Analyst,software analyst
System Support,software analyst
Senior Analyst Programmer ,software analyst
Construction Program Analyst,software analyst
Sr. System Analyst (Credit Card System),software analyst
Business Analyst (Insurance Solution),software analyst
UI/UX Designer Intern,user interface designer
Product Designer (UI/UX),user interface designer
User Interface Designer,user interface designer
SENIOR UI DESIGNER,user interface designer
UI/UX Lead,user interface designer
Senior/Junior UI & UX Designer,user interface designer
UX UI Engineer,user interface designer
IT Product Design Senior Advisor,user interface designer
UX/UI Designer ,user interface designer
UI UX Designer,user interface designer
Senior UIUX Designer,user interface designer
UI /UX Designers,user interface designer
UI Designer,user interface designer
User Interface Designer ,user interface designer
Consultant/Coordinator,consultant social worker
Alltel Consultant ,consultant social worker
PROJECT CONSULTANT,consultant social worker
Director of Commercial,business intelligence manager
Azure DevOps Medior Consultant ,business intelligence manager
Business Development MGR Asia Pacific,business intelligence manager
 IT Senior Lead - Power BI,business intelligence manager
SENIOR IT BUSINESS ANALYST (SAP SD),business intelligence manager
BI Engineer,business intelligence manager
BI Architect,business intelligence manager
SAP EPM Lead consultant ,business intelligence manager
Business Intelligence ,business intelligence manager
SAP Data services Medior Consultant ,business intelligence manager
"Sr. Supplier Development Manager, Factory",business intelligence manager
Manager of Business Intelligence,business intelligence manager
Product Engineer - Cognos & BI,business intelligence manager
"BI Analytics, SAP BODS/Data services Junior Consultant ",business intelligence manager
Business Intelligence developer,business intelligence manager
"Specialist, Technical Delivery - SAP Business Process Integr",business intelligence manager
Senior Business Analytics Consultant,business intelligence manager
Business research manager ,business intelligence manager
SAP BI (Native HANA)  Medior Consultant ,business intelligence manager
Azure DevOps Senior Consultant ,business intelligence manager
SAP MM CONSULTANT,business intelligence manager
Solution Architect,ICT system architect
Infrastructure Solution Architect,ICT system architect
Solution Architect ,ICT system architect
Information Architect,ICT system architect
Solutions Architect ,ICT system architect
RPA Solution Architect,ICT system architect
Technology Architect,ICT system architect
E2E Solution Designer,ICT system architect
DESIGNER UI/UX,ICT system architect
 Lead / Solution Architect (Java),ICT system architect
Solution Support Engineer - China Market,ICT system architect
CRM Solution Designer ,ICT system architect
Solution Specialist,ICT system architect
SAP Solution Architect - 1358328,ICT system architect
Sr. Solution Architect,ICT system architect
SAP Solution Architect,ICT system architect
Solution Architect - Java ,ICT system architect
Homecare solution Architect,ICT system architect
solution architect,ICT system architect
Salesforce Solution Architect ,ICT system architect
GRC & Security Solution Architect,ICT system architect
Enterprise Solutions Architect ,ICT system architect
Cloud Solution Architect - 067,ICT system architect
Solution Architect - Data and Analytics,ICT system architect
Jr UX UI Designer,ICT system architect
Technical Solution Architect,ICT system architect
Solution Architect - GSC,ICT system architect
Salesforce Solution Architect,ICT system architect
technology enterprise architect,ICT system architect
Oracle HCM Solution Architect,ICT system architect
"Fullstack Developer (C#.NET, Camstar Enterprise Platform)",embedded system designer
.Net developer ,embedded system designer
Dotnet developer,embedded system designer
Senior NET Developer,embedded system designer
SYSTEM DEVELOPER EXECUTIVE,embedded system designer
.Net Developers (Junior),embedded system designer
"Software Developer (C#.NET framework, Web API, HTML, jQu)",embedded system designer
Senior .NET Developer / .NET Developer,embedded system designer
Sn Software Developer (C#.NET framework) Cyberjaya ,embedded system designer
Pr Engineer – ASIC Verification ,embedded system designer
Electrical & Embedded System Engineer,embedded system designer
SR Dotnet Developer,embedded system designer
Senior .Net Full Stack Developer ----8,embedded system designer
Senior .Net Developer,embedded system designer
Technical Lead  - 071,embedded system designer
Junior dan Senior Developer,embedded system designer
Senior .Net Developer (Ref.IRWG) ,embedded system designer
CNC Machinist (Milling / Turning) ,milling machine operator
Milling Machinist,milling machine operator
mill operator,milling machine operator
CNC Milling /CNC Turning Programmer or Technicians,milling machine operator
Machinist (Bender / Tooling / CNC),milling machine operator
Milling Specialist,milling machine operator
TECHNICIAN TOOL & DIE,milling machine operator
"CNC Machinist 3 (Miling, Turning, Auto Lathe)",milling machine operator
CONVENTIONAL MILLING MACHINIST,milling machine operator
MANUAL MILLING MACHINIST,milling machine operator
Milling & Turning Setter,milling machine operator
CNC MILLING SETTER,milling machine operator
5 axis CNC Mill-Turn Machining Expert,milling machine operator
CNC milling Machinist (Senior Position),milling machine operator
CNC PROGRAMMER,milling machine operator
MILLING OPERATOR,milling machine operator
Milling machinist,milling machine operator
CNC Milling Machine Operator,milling machine operator
CNC Milling,milling machine operator
CNC Machining Miling/Turning,milling machine operator
Machine Operator ( Production ),milling machine operator
CNC Machinist ,milling machine operator
VMC PROGRAMMING EXPERT ,milling machine operator
CNC Loader,milling machine operator
Machine Operator Supersivor,milling machine operator
CNC MACHINISTS,milling machine operator
Milling Operator ,milling machine operator
CNC Operator,milling machine operator
SENIOR CNC MILLING MACHINIST,milling machine operator
CNC operator,milling machine operator
LATHE MACHINERY PROGRAMMER ,milling machine operator
CNC MILLING PROGRAMMER/OPERATOR/MACHINIST,milling machine operator
"CNC Machinist  (Miling, Turning, Auto Lathe)",milling machine operator
"CNC Machinist 2 (Miling, Turning, Auto Lathe)",milling machine operator
CNC MILLING MACHINE,milling machine operator
CNC PROGRAMMER (MILLING),milling machine operator
CNC Technician,milling machine operator
MILLING CAM,milling machine operator
Machinist - CNC Milling & Lathe,milling machine operator
CNC MILLING MACHINIST,milling machine operator
CNC MILLING MACHINIST  ,milling machine operator
MACHINIST-CNC,milling machine operator
MILLING SPECIALIST,milling machine operator
CNC Milling Machinist ,milling machine operator
CNC MILLING PROGRAMMER Cum OPERATOR,milling machine operator
CNC Machining Miling,milling machine operator
MILLING MACHINIST,milling machine operator
CNC Miling Programmer,milling machine operator
CNC MACHINIST,milling machine operator
CNC PROGRAMMER (TURNING/MILLING),milling machine operator
CNC MACHINIST-SHAH ALAM,milling machine operator
Milling Operator,milling machine operator
CNC OPERATOR & PROGRAMMER,milling machine operator
Supervisor CNC,milling machine operator
MILLING MCHINIST,milling machine operator
Service Introduction Manager,ICT system analyst
Patch Manager ,ICT system analyst
SYSTEM ANALYST DATA API DEVELOPMENT,ICT system analyst
IT Security Engineer,ICT system analyst
System Analyst - Pega,ICT system analyst
IT Supporting ,ICT system analyst
NETWORK ADMINISTRATOR,ICT system analyst
SOA Technical (API Devops),ICT system analyst
System Analyst (Malaysia),ICT system analyst
System Analyst,ICT system analyst
System Analyst Consultant,ICT system analyst
Ict system analyst,ICT system analyst
"System Analyst, Salesforce ",ICT system analyst
Network Specialist,ICT system analyst
PowerBi Developer,ICT system analyst
Fiber Technician #MVG,ICT system analyst
Senior Analyst Programmer ( C# & ASP.Net MVC ),ICT system analyst
Network Design Engineer,ICT system analyst
Network & Voice Engineer,ICT system analyst
Network Engineer (CCNA),ICT system analyst
Network Engineer (CCNP),ICT system analyst
IT Analyst,ICT system analyst
ENGINEERS,automation engineer
"Vice President, Automation Architect & Delivery",automation engineer
Senior Automation Engineer,automation engineer
HP UFT Automation Engineer,automation engineer
AUTOMATION ENGINEER,automation engineer
Automation Molding Engineer,automation engineer
Senior Test Automation Engineer,automation engineer
System Control Engineer,automation engineer
Automation Engineer #MCT,automation engineer
APAC Migration Champion,automation engineer
Component Production Director,automation engineer
Web QA Engineer,automation engineer
Component Facility Director,automation engineer
AGRO CHEMICAL INDUSTRY FACTORY AUTOMATION CONSULTANT,automation engineer
Automation Testing Role,automation engineer
Technical Automation Specialist,automation engineer
"Assistant Vice President, Automation Architect & Delivery",automation engineer
AUTOMATION SYSTEM ENGINEER,automation engineer
SENIOR AUTOMATION ENGINEER,automation engineer
Test Automation (A),automation engineer
Engineer (Process Automation),automation engineer
Test Automation Engineer,automation engineer
"Engineer, Automation",automation engineer
Mould Engineer ,automation engineer
Automation Engineer,automation engineer
OPERATOR TELEKOM (TARIK KABEL),telecommunications technician
Telecommunication Technician #MAL,telecommunications technician
"Internet Solutionist, KL #MAL",telecommunications technician
Fiber Planner,telecommunications technician
Network Specialist #MAL,telecommunications technician
Technical Assistant (Central),telecommunications technician
Fiber Network Solutionist #MAL,telecommunications technician
Networking Specialist #MAL,telecommunications technician
Rigger/Telco Technician,telecommunications technician
Fiber Optic Solutionist (Telecommunication) #MAL,telecommunications technician
GENERAL WORKER cum DRIVER,telecommunications technician
Cable Technician,telecommunications technician
Junior Technician (Central),telecommunications technician
WIREMAN/TECHNICIAN,telecommunications technician
Broadband Installer Technicians,telecommunications technician
Internet Specialist #MAL,telecommunications technician
TECHNICIAN cum DRIVER,telecommunications technician
Core Network Engineer,telecommunications technician
Fiber Solutionist  #MAL,telecommunications technician
technician supervisor,telecommunications technician
Fiber Technician,telecommunications technician
telecommunication technician,telecommunications technician
Telecommunication Specialist #MAL,telecommunications technician
Fiber Splicer,telecommunications technician
PROJECT SUPEVISOR,telecommunications technician
PROJECT SUPERVISOR,telecommunications technician
Fiber Optic Technician #MAL,telecommunications technician
Junior Technician (Central & Northern),telecommunications technician
installer,telecommunications technician
TECHNICIAN TELEPHONE,telecommunications technician
Senior Technical Executive,ICT business development manager
IT Developer (Website),ICT business development manager
Lead Development (2100003714),ICT business development manager
IT Business Development Manager,ICT business development manager
IT EXECUTIVE,ICT business development manager
Business Development Manager-DELL,ICT business development manager
MANAGER COUNTRY IT,ICT business development manager
IT & Computer Officer,ICT business development manager
Digital Marketing IT Assistance,ICT business development manager
IT EXECUTIVE ( TENDER ),ICT business development manager
Business Development Manager - CISCO,ICT business development manager
RELEASE EXECUTIVE,ICT business development manager
Business Development Manager-CISCO UC,ICT business development manager
JUNIOR IT & ADMIN EXECUTIVE,ICT network administrator
Network & Security Manager,ICT network administrator
"Junior Executive IT Security, Risk & Compliance",ICT network administrator
Support Assistant Engineer,ICT network administrator
Assistant Officer ,ICT network administrator
E COMMERCE EXECUTIVE ,ICT network administrator
Voice Data Support Engineer,ICT network administrator
FIELD ENGINEER EXECUTIVE - PENANG BASED,ICT network administrator
Executive Information Technology,ICT network administrator
Applications Engineer (CNC Machine),ICT network administrator
MIS Executive Based in Johor Bahru,ICT network administrator
GradStart (IT) - Executive,ICT security technician
IT Security & Governance Analyst - IAM (General),ICT security technician
"Senior IT Officer - Software, Website & Social Media ",ICT security technician
IT Professional,ICT security technician
IT Computer Technician,ICT security technician
"IT Security Manager (Governance, Risk and Compliance) ",ICT security technician
IT officer,ICT security technician
IT Officer,ICT security technician
Enterprise Solutions Specialist I,ICT security technician
Information Security & Data Privacy Analyst,ICT security technician
TECHNICIAN - CCTV,ICT security technician
Technical Support-Penang Office,computer hardware repair technician
Junior Computer Technician,computer hardware repair technician
Customer Engineer Trainee,computer hardware repair technician
COMPUTER TECHNICIAN/SALES,computer hardware repair technician
Laptop Repair Technician,computer hardware repair technician
Computer Technician,computer hardware repair technician
KEY ACCOUNT EXECUTIVE,ICT account manager
Enterprise Account Manager,ICT account manager
IT ACCOUNT MANAGER,ICT account manager
IT Manager (Re:IRWG),ICT account manager
I.T DEPT HEAD,ICT account manager
Senior Technical Account Manager,ICT account manager
IT Management Executive,ICT account manager
Principal Process Data Scientist,process engineer
Continuous Improvement Engineer,process engineer
PROCESS - TECHNICIAN,process engineer
PRODUCT DEVELOPMENT SPECIALIST,process engineer
TECHNICAL / PROCESS ENGINEER,process engineer
Electrical Project Engineer,process engineer
PROCESS & DOCUMENTS CONTROL ENGINEER,process engineer
Senior Process Engineer - Seremban ,process engineer
PROJECT ENGINEER (OUTDOOR),process engineer
Project Senior Executive,process engineer
ENGINEERING ASSISTANT ENGINEER  ,process engineer
Process Development Engineer,process engineer
Engineer - Technician,process engineer
Inspector - Structure,process engineer
Project Engineer (EPC),process engineer
BOPP Specialist Process Engineer,process engineer
Project Engineer for MRT Project ,process engineer
PROJECT ENGINEER ,process engineer
Process Equipment Specialist,process engineer
OPERATION ENGINEER,process engineer
Project Engineer (Contract),process engineer
Project Engineer,process engineer
Project Engineer cum Manager,process engineer
Business Project Developer,process engineer
Packaging Process Engineer,process engineer
Project coordinator,process engineer
Project and Technical Engineer,process engineer
Design & Costing Engineer,process engineer
Time & Motion Executive,process engineer
Senior Project Engineer (I&C),process engineer
"Project Engineer (Seksyen 25, Shah Alam)",process engineer
Senior Project Executive - Shah Alam,process engineer
Service Engineer / Project Engineer,process engineer
Technical engineer,process engineer
Sr Process Engineer,process engineer
Engineer - Process Development,process engineer
Project engineer,process engineer
Technical Project Assistant,process engineer
SMT Equipment Engineer,process engineer
PLATING SPECIALIST,process engineer
Process SMT Engineer,process engineer
Property Project Admin,process engineer
Senior Engineer/ Engineer - Photolithography (Process),process engineer
"Project Engineer - IMMEDIATE HIRING (Masai, Johor)",process engineer
PROJECT CONTROL ENGINEER,process engineer
Process Engineer ,process engineer
Process Engineering Manager,process engineer
PROJECT & PLANNING ENGINEER,process engineer
NDT Engineer/ Inspector/ Technician,process engineer
Process Specialist,process engineer
STATIC PLANNER,process engineer
Die Bond Process Engineer,process engineer
Senior Process and Business Development Engineer,process engineer
Vision System Engineer,process engineer
Process Engineering & Troubleshooting Deputy Lead,process engineer
Management System Consultant,process engineer
CIVIL & STRUCTURE ENGINEER,process engineer
Electronics Process Engineer,process engineer
Project Control Engineer,process engineer
Graduate Development Program,process engineer
Project Engineer ,process engineer
Senior Process Engineer,process engineer
Project Engineer (Admin),process engineer
Process and Project Manager,process engineer
Staff Engineer/Senior Staff Engineer ,process engineer
Process engineer,process engineer
PROCESS SPECIALIST (SLICE AND ROTARY),process engineer
SENIOR PROCESS ENGINEER,process engineer
Project Site Coordinator cum Site Supervisor,process engineer
Process Engineer,process engineer
Assistant Plant Engineer @ US MNC,process engineer
PROCESS ENGINEER ,process engineer
JUNIOR INSPECTION ENGINEER,process engineer
PROJECT SPECIFIER ,process engineer
MDR Process Engineer,process engineer
NPI & Process Engineer,process engineer
 FIRST ARTICLE (FA) ENGINEER ,process engineer
PROCESS ENGINEER (ENCAP) - MELAKA,process engineer
FREELANCE PROJECT ENGINEER,process engineer
PROJECT ENGINEER (ELECTRICAL ENGINEERING),process engineer
Senior Engineer - Engineering Dept.,process engineer
IT Security Engineer/Senior IT Security Engineer,ICT security administrator
Trainee Security Engineer,ICT security administrator
Network Security,ICT security administrator
NETWORK SECURITY ENGINEER,ICT security administrator
Network Operation Manager ,ICT security administrator
"Senior Executive, Server & Security Network",ICT security administrator
End User Computing - Operations Control Center Analyst,ICT security administrator
Customer Tech Sprt Expert ITSO,ICT security administrator
Business System Analsyt,ICT security administrator
"APAC Team Leader, Global Network Operations",ICT security administrator
Security Engineer,ICT security administrator
Innovation Lab Support Executive ,ICT security administrator
Senior Network Security,ICT security administrator
IT Security & Governance Analyst,ICT security administrator
Junior  IT Security Analyst ,ICT security administrator
"Security & Network, Associate Engineer",ICT security administrator
"Performance Lead, Rider Services ",call centre quality auditor
Quality Audit - Korean,call centre quality auditor
Customer Service Quality Auditor-Indonesia,call centre quality auditor
Audit Quality Coordinator,call centre quality auditor
Quality Audit - Thai,call centre quality auditor
Inbound Call Centre Agent (May intake) Melaka,call centre quality auditor
Associate Quality (Vietnamese Speaker),call centre quality auditor
Customer Service Quality Auditor-Vietnamese,call centre quality auditor
QA EXECUTIVE,call centre quality auditor
Quality Assurance Executive (Nepalese Speaker),call centre quality auditor
Internal QA – Korean ,call centre quality auditor
QUALITY MONITORING SPECIALIST ,call centre quality auditor
"Assistant Professor, Faculty of Accountancy and Management",business lecturer
Lecturer - International Business,business lecturer
Part Time Online MBA Lecturer (Human Resource),business lecturer
Business Lecturer cum Ustaz,business lecturer
AIRLINE LECTURER,business lecturer
Associate Prof/ Senior Lecturer / Lecturer in Business,business lecturer
Senior Lecturer  (Arabic Speaker) Business Faculty,business lecturer
Lecturer (Hotel Management),business lecturer
Diploma in Accounting Lecturer ,business lecturer
Assistant/Associate Professor; NUBS,business lecturer
Business Management & Economics,business lecturer
"Lecturer, Marketing ",business lecturer
Lecturer (Online),business lecturer
"Lecturer-Faculty of Business, Management & IT",business lecturer
Senior Lecturer/ Researcher,business lecturer
IT Lecturer,business lecturer
Diploma in Accounting Lecturer (Part-Time),business lecturer
Lecturer,business lecturer
Aviation Lecturer,business lecturer
Lecturer (Marketing/Digital Marketing),business lecturer
Lecturer ,business lecturer
"Lecturer, Accounting (Taxation) ",business lecturer
PENSYARAH(BUSINESS MANAGEMENT MQA-MPU) ,business lecturer
MBA Lecturer - Part Time (Accounting & Finance),business lecturer
Lecturer - Office Management,business lecturer
Lecturer (Business Adminitration),business lecturer
System Test Engineer - Payment Domain,test engineer
Test Development Engineer,test engineer
"Engineer, Test Development Engineering",test engineer
Testing Lead,test engineer
Performance Tester (Junior),test engineer
Reliability Engineer,test engineer
Senior Test Analyst ,test engineer
Cards Set 1 - Manual Tester,test engineer
Technician Test & Development,test engineer
TEST & DEVELOPMENT ENGINEER,test engineer
testing engineer,test engineer
Product Development Engineer,test engineer
Senior QA Engineer / Lead QA Engineer,test engineer
AUTOMATION TESTING,test engineer
Final Test Technician (6 months contract)  Melaka ,test engineer
Electrical Test Engineer ,test engineer
Senior Qlik Test Analyst,test engineer
Cards Set 1 - Automation Tester,test engineer
ATE Test Engineer,test engineer
Performance Test Lead Developer,test engineer
TEST AND DEBUG TECHNICIAN,test engineer
"Senior Test Analyst-,Informatica BDM ,Teradata,UNIX ,Control",test engineer
TEST ENGINEER,test engineer
Sr. Test Development Engineer /Lead,test engineer
Test Engineer (Fresh Graduate) - 39674 (Contract),test engineer
TEST EQUIPMENT SENIOR / ENGINEER,test engineer
Senior Testing Engineer (HW),test engineer
Final Test Technician,test engineer
Test Engineer (Fresh Graduate) - 39732 (Contract),test engineer
Test Engineer (Automation),test engineer
Failure Analysis Engineer,test engineer
Performance Tester (Senior),test engineer
TESTING ENGINEER,test engineer
Tester - GSC,test engineer
Test Engineer Sustaining,test engineer
"Test Engineer, Automation",test engineer
Governance Advisory and IT Consultant,IT auditor
"Senior Associate, IT Audit (KL Office)",IT auditor
Software Engineer (Frontend Developer),IT auditor
ERP MANAGER,IT auditor
IT Audit Support Service,IT auditor
Associate – Information Risk Management (“IRM”) Specialist,IT auditor
IT SUPPORT ASSISTANT,IT auditor
 IT Support Exec (Fresh Grad/Exp) @Work from Home,IT auditor
Technical staff,enterprise architect
Technical Architect ,enterprise architect
Tech Architect,enterprise architect
Technical Expert ,enterprise architect
Senior Manager Enterprise Performance Management (EPM),enterprise architect
Test Architect,enterprise architect
Server Engineer,enterprise architect
Journey Tech Lead Architect,enterprise architect
Technical Architect,enterprise architect
Enterprise Data Warehouse  Architect,enterprise architect
TECHNICAL  Executive ,enterprise architect
Early Childhood Music Instructor,music instructor
Carnatic Music Instructor,music instructor
Teacher Assitant,music instructor
PUMP ATTENDANT- PETRON STATION,pump operator
Forecourt Hero,pump operator
Pump Assistant,pump operator
Pump operator,pump operator
PUMP HOUSE TECHNICIANS,pump operator
Sand Pump Operator ,pump operator
MEKANIK LORI / FOREMAN,vehicle maintenance supervisor
"Foreman (Based in Oil Palm Estate, Perak)",vehicle maintenance supervisor
"Foreman (Based in Oil Palm Estate, Pahang)",vehicle maintenance supervisor
Foreman Mechanic,vehicle maintenance supervisor
Automotive Service Advisor,vehicle maintenance supervisor
Senior / Junior Mechanic,vehicle maintenance supervisor
Service Advisor,vehicle maintenance supervisor
SERVICE ADVISOR,vehicle maintenance supervisor
Automotive Service Advisor - Perodua,vehicle maintenance supervisor
FLEET MANAGEMENT,vehicle maintenance supervisor
Service Advisor (Automotive - Continental Car),vehicle maintenance supervisor
Vehicle Maintenance Officer,vehicle maintenance supervisor
SERVICE  ADVISOR,vehicle maintenance supervisor
Motorcycle Services Advisor,vehicle maintenance supervisor
Service Advisor/Service Consultant,vehicle maintenance supervisor
Fleet Inspection Assistant (Melaka),vehicle maintenance supervisor
Mechanics,vehicle maintenance supervisor
Business Development - Finance,relationship banking manager
"Relationship Manager – China Business Office, Wholesale Corp",relationship banking manager
Senior Manager WB Coverage,relationship banking manager
Senior Corporate Banking Manager,relationship banking manager
Lead Business Consultant,relationship banking manager
BD Executive,relationship banking manager
Relationship Manager (SME)- Sales,relationship banking manager
Concierge cum Driver,hotel concierge
Guest Service Associates,hotel concierge
PR MANAGEMENT CONSULTANT,public relations manager
Head of Brand & Communications,public relations manager
EVENT MANAGEMENT TRAINEE,public relations manager
Public relation officer,public relations manager
MARKETING STRATEGIST,public relations manager
Revenue Growth Manager,public relations manager
"Senior Executive, Business Development ",public relations manager
Public Communication Project (PCP),public relations manager
PUBLIC RELATIONS MANAGER ,public relations manager
MEDIA PLANNING MANAGER,public relations manager
PUBLIC RELATION DIRECTOR,public relations manager
Marketing Exucutive ,public relations manager
SENIOR MARCOM EXECUTIVE,public relations manager
Marketing and Operation   Executive ,public relations manager
Public Relation Manager,public relations manager
Collection Executive,funeral attendant
Deputy Service Consultant ,funeral attendant
Tomb QC Operation Assistant,funeral attendant
Guest Ambassador,funeral attendant
Senior Customer Service Assistant,funeral attendant
Building Maintenance Executive,funeral attendant
Tombs Sales Executive,funeral attendant
Customer  Service Assistant,funeral attendant
Assistant Service Consultant,funeral attendant
Company Secretary Executive,funeral attendant
Ceremony Assistant,funeral attendant
Temple Service Executive,funeral attendant
Business Development Support Executive,funeral attendant
Secretary to Chief Operating Officer,funeral attendant
Management Support Executive,funeral attendant
Customer Affair Assistant,funeral attendant
Senior Assistant - QS cum Administrative,funeral attendant
Maintenance & Housekeeping Manager,funeral attendant
Assistant  Service Consultant,funeral attendant
Collection & Registry Executive,funeral attendant
Clinic Nurse Assistant,nurse assistant
CLINIC ASSISTANT/NURSE (MY HEALTH CLINIC),nurse assistant
Junior Nurse,nurse assistant
Jururawat Post Basic in Midwifery di Pulau Pinang,nurse assistant
HEALTHCARE ASSISTANT,nurse assistant
DIALYSIS ASSISTANT,nurse assistant
Nursing Aide/Assistant,nurse assistant
CLINIC ASSISTANT ,nurse assistant
Paramedic (Immediate Hiring),nurse assistant
" Renal Post Basic Nurse (Connaught, Cheras)",nurse assistant
Staff Nurse Cum Clinic Assistant,nurse assistant
NURSING,nurse assistant
NURSE,nurse assistant
HOSPITAL AIDES,nurse assistant
JURURAWAT (ANNURA CLINIC),nurse assistant
Nurse Assistant/ Post Basic Renal / Haemodialysis Nurse ,nurse assistant
NURSING COORDINATOR,nurse assistant
NURSE ASSISTANT,nurse assistant
HEALTHCARE NURSE,nurse assistant
Renal Staff Nurse,nurse assistant
Dialysis Assistant,nurse assistant
Nurse- Wellness Center,nurse assistant
TCM Assistant,nurse assistant
Assistant Staff Nurse,nurse assistant
Nurse,nurse assistant
Registered Nurse-full time/ freelance(For Selangorian ONLY),nurse assistant
nurse cum receptionist,nurse assistant
Assistant helper ,nurse assistant
JURURAWAT (STAFF NURSE),nurse assistant
Care Taker ,nurse assistant
Nursing Aid,nurse assistant
Nurse Assistant/Healthcare Assistant,nurse assistant
Clinic Assistant Full Time Shah Alam,nurse assistant
"Clinic Assistant (Klinik Caring, Alma)",nurse assistant
ASSISTANT NURSE MANAGER,nurse assistant
Nurse cum Clinic Assistant,nurse assistant
CLINIC ASSISTANCE,nurse assistant
HAEMODIALYSIS NURSE ,nurse assistant
staff nurse/nurse aid,nurse assistant
INFIRMARY NURSE,nurse assistant
Kitchen Crews - Non Halal,kitchen assistant
Kitchen assistant,kitchen assistant
Kitchen Assistant (Xin Juan USJ),kitchen assistant
Kitchen Assistant (Jin Xuan Kuchai Lama),kitchen assistant
Assistant Pastry Chef (Ice Cream),kitchen assistant
F&B Assistant,kitchen assistant
Kitchen Assistant (Non halal restaurant) ,kitchen assistant
Kitchen Steward ,kitchen assistant
Kitchen Assistant (Baker),kitchen assistant
Kitchen Crew (The Ming Room),kitchen assistant
COMMIS I ,kitchen assistant
KITCHEN HELPER A,kitchen assistant
SUSHI OPERATION ASSISTANT-HALAL,kitchen assistant
Kitchen Apprentice,kitchen assistant
